District,Rainfall,Water_Level,Humidity,Temperature,Wind_Speed,Flood_Occurrence
Vellore,0.0,0.89,63.5,35.1,18.6,0
Tirunelveli,0.0,1.15,42.3,37.3,13.7,0
Tenkasi,21.15,1.21,91.0,8.6,6.7,0
Vellore,0.0,0.55,40.6,34.6,10.8,0
Coimbatore,0.0,0.98,63.0,35.9,26.1,0
Namakkal,0.0,1.84,44.1,35.6,14.4,0
Tirupathur,30.4,2.68,93.3,18.0,7.4,0
Viluppuram,0.0,0.77,68.9,35.6,17.0,1
Tirunelveli,0.0,2.12,66.0,39.5,9.8,0
Tiruchirappalli,6.61,4.19,79.3,30.7,9.5,0
Tiruvarur,32.02,2.46,86.8,28.7,22.0,0
The Nilgiris,37.46,2.75,66.8,15.4,8.5,0
Chengalpattu,27.67,2.94,88.4,32.6,43.8,0
Erode,2.32,1.14,43.2,32.9,20.7,0
Nagapattinam,15.78,2.44,74.6,26.6,39.8,0
Ramanathapuram,150.47,5.39,90.1,33.3,91.3,1
Tiruppur,0.0,1.35,52.4,39.3,5.0,0
Thanjavur,40.04,4.77,89.1,36.1,18.6,0
Kallakurichi,0.0,0.83,55.1,38.5,7.0,0
Salem,20.89,1.16,64.9,34.0,9.0,0
Kanyakumari,1.5,2.23,70.9,31.7,15.1,0
Thanjavur,34.56,3.1,82.4,37.1,9.1,0
Ariyalur,1.59,3.8,67.3,30.2,9.8,0
Karur,3.94,2.06,85.1,32.7,7.4,0
Krishnagiri,0.0,0.74,72.2,37.7,15.1,0
Dharmapuri,0.0,0.94,68.4,30.2,12.9,0
Thanjavur,1.62,2.07,69.6,36.0,6.9,1
Ramanathapuram,9.58,2.65,71.6,33.0,16.6,0
Tirunelveli,0.0,1.09,57.8,37.1,6.8,0
Ariyalur,0.42,6.02,56.4,38.0,21.7,0
Ranipet,0.0,1.1,70.8,34.1,5.0,0
Tiruvarur,25.48,2.26,70.3,32.4,25.4,0
Tirunelveli,0.0,0.89,65.5,32.0,21.5,0
The Nilgiris,36.95,1.97,89.1,20.3,13.2,0
Tiruchirappalli,10.41,2.18,61.1,27.9,28.4,0
Chengalpattu,0.19,1.42,80.1,25.2,13.0,0
Dharmapuri,0.0,1.89,60.8,35.2,5.5,0
Coimbatore,0.0,0.64,69.6,38.7,6.6,0
Chengalpattu,72.25,3.33,100.0,17.8,30.3,0
Kallakurichi,0.0,1.35,65.2,33.8,5.8,0
Ariyalur,9.86,3.2,86.3,36.9,11.5,0
Chengalpattu,17.63,0.82,74.7,34.6,34.7,1
Tiruppur,0.0,1.11,68.4,31.1,7.1,0
Viluppuram,0.0,0.65,43.0,33.2,35.1,0
Viluppuram,0.0,1.21,40.2,36.2,13.0,0
Ranipet,0.0,1.39,43.1,36.6,10.4,0
Mayiladuthurai,57.7,3.85,94.6,32.1,95.1,0
Chennai,4.28,0.39,71.6,30.3,61.9,0
Virudhunagar,0.0,1.07,54.2,33.3,9.4,0
Tirunelveli,0.0,0.3,56.2,37.8,6.5,0
Erode,0.0,1.35,67.4,32.1,32.1,0
Kanyakumari,11.04,1.49,90.6,29.3,32.6,0
Madurai,0.0,0.64,70.8,34.1,8.2,0
Madurai,0.0,0.96,54.1,34.2,15.3,0
Tirunelveli,0.0,0.68,48.0,36.2,7.5,0
Thoothukudi,6.37,1.35,73.8,26.7,23.0,0
Karur,8.19,2.57,66.0,32.3,17.6,0
Tirupathur,77.9,5.53,76.5,9.9,19.0,1
Tiruvannamalai,0.0,0.83,69.6,30.1,18.3,0
Krishnagiri,0.0,0.96,44.3,34.1,17.5,0
Tirupathur,11.66,1.36,87.8,13.5,9.8,0
Kanyakumari,29.57,1.78,81.7,31.6,38.1,0
Tiruvallur,204.63,6.13,90.9,26.5,76.8,1
Dharmapuri,0.0,1.27,59.1,38.8,6.5,0
Tiruppur,0.0,0.86,43.1,36.2,22.8,0
Tiruchirappalli,54.27,5.2,73.0,31.5,13.8,0
Tiruvallur,68.22,2.98,88.9,28.6,24.6,0
Viluppuram,0.0,1.5,65.6,35.2,17.7,0
Tiruchirappalli,38.48,3.27,65.1,35.6,11.3,0
Salem,0.0,0.75,64.1,34.4,18.4,1
Erode,0.0,0.83,54.4,32.1,11.0,0
Krishnagiri,0.0,1.03,70.9,31.2,7.9,0
Karur,2.86,4.12,83.7,26.4,21.2,0
Chennai,4.42,2.39,66.2,28.8,71.2,0
Sivaganga,1.87,1.45,73.1,35.9,10.5,0
Kanyakumari,19.07,2.84,67.6,35.0,32.1,0
Tirunelveli,0.0,0.95,47.4,42.9,22.0,0
Tirunelveli,0.0,0.64,44.6,33.9,15.6,0
Dharmapuri,0.0,1.58,45.6,35.8,10.8,0
Tenkasi,28.71,1.99,87.1,16.2,9.1,0
Ariyalur,200.71,9.43,100.0,25.1,22.9,1
Madurai,0.0,0.49,48.9,36.8,28.9,0
Ariyalur,123.24,7.07,87.0,32.1,34.9,1
Tirunelveli,0.0,0.72,48.9,35.8,10.5,0
Chengalpattu,9.39,2.58,72.4,36.9,103.3,0
Tiruchirappalli,15.41,3.9,73.7,30.8,14.2,0
Theni,114.69,6.74,94.2,9.0,15.1,1
Sivaganga,0.0,1.16,52.2,31.1,16.5,0
Tenkasi,13.73,1.87,96.0,14.6,25.7,0
Mayiladuthurai,101.84,3.76,93.1,27.8,34.3,0
Tiruppur,0.0,1.03,50.0,35.9,7.8,0
Tiruvarur,31.71,1.87,74.9,33.3,20.8,0
Kanyakumari,3.03,0.65,71.5,30.4,18.7,0
Madurai,0.0,1.56,65.9,34.5,37.6,0
Cuddalore,26.97,0.76,74.1,25.4,130.0,0
Pudukkottai,1.91,0.87,71.1,28.0,31.3,0
Tiruvallur,58.63,3.87,76.8,24.8,37.7,0
Theni,30.64,2.22,68.8,13.1,15.6,0
Theni,171.89,8.93,87.6,8.8,12.0,1
Tiruppur,0.0,0.87,41.4,35.1,15.5,0
Theni,54.67,3.99,96.7,18.6,16.7,1
Karur,0.27,1.83,78.5,36.1,18.9,0
Dindigul,2.97,1.54,80.2,19.5,15.6,0
Krishnagiri,0.04,0.75,67.6,39.7,17.4,0
Mayiladuthurai,21.56,2.26,91.2,32.3,27.7,0
Madurai,0.0,0.8,61.7,38.0,6.3,0
Tiruppur,0.0,0.62,56.4,32.4,7.1,0
Madurai,0.0,0.92,52.4,35.7,16.1,0
Kanyakumari,6.98,1.21,78.1,30.1,14.3,0
Nagapattinam,17.97,2.86,87.5,28.6,15.5,0
Tiruchirappalli,51.95,3.69,79.1,27.0,13.0,0
Madurai,0.0,0.96,45.6,29.6,5.5,0
Salem,0.0,0.73,60.4,40.5,7.6,0
Erode,0.0,1.0,42.2,31.0,11.5,0
Namakkal,0.0,0.75,60.0,33.2,16.1,0
The Nilgiris,3.78,2.59,79.6,9.3,6.2,1
Kallakurichi,0.0,0.66,62.7,38.0,9.5,0
Kanyakumari,1.65,0.97,88.3,30.9,32.8,0
Tiruppur,0.0,1.47,66.9,32.7,22.7,0
Theni,26.93,1.84,97.0,20.6,10.2,0
Nagapattinam,16.37,1.92,87.7,32.9,24.9,0
Tiruppur,0.0,1.82,40.3,37.7,30.1,0
Tiruvannamalai,0.0,1.65,63.1,33.4,5.6,0
Dindigul,38.14,2.48,77.5,22.5,18.7,0
Krishnagiri,0.0,0.93,71.9,36.7,9.4,0
Thanjavur,14.04,3.65,76.0,29.1,9.2,0
Viluppuram,0.0,0.63,64.4,34.9,7.0,0
Ariyalur,1.33,4.96,60.8,31.7,27.8,0
Thoothukudi,11.34,1.3,68.3,29.2,82.5,0
Chennai,7.7,3.04,89.6,28.3,22.6,0
Ariyalur,5.66,3.65,82.5,29.7,9.3,0
Virudhunagar,0.0,1.29,60.3,30.9,10.8,0
Krishnagiri,0.0,0.47,67.6,36.0,6.6,0
Dindigul,47.37,2.8,71.4,11.8,9.8,0
Viluppuram,0.0,0.61,47.5,30.1,5.4,0
Virudhunagar,0.0,0.56,55.0,36.4,7.2,0
Theni,18.34,2.32,96.5,15.1,29.8,0
Tiruvallur,133.37,4.9,100.0,28.4,66.8,0
Tiruchirappalli,32.83,4.6,81.9,37.8,11.9,0
Krishnagiri,0.0,1.57,50.2,35.1,7.6,0
Thoothukudi,13.48,0.98,73.3,28.8,16.8,0
Vellore,0.0,1.37,56.0,36.8,17.1,0
Vellore,0.0,0.52,53.5,36.7,5.9,0
Vellore,0.0,0.56,67.9,34.3,6.3,0
Salem,0.0,0.58,63.6,40.3,6.6,0
Pudukkottai,1.39,1.34,74.6,28.1,23.6,0
Madurai,0.0,1.1,61.5,36.3,5.4,0
Tiruppur,0.0,1.22,66.1,29.0,6.1,0
Tirunelveli,1.88,0.71,55.4,38.1,15.1,0
Tiruvallur,55.8,2.48,73.0,31.8,60.8,0
Dharmapuri,0.0,1.23,44.8,33.2,10.1,0
Tiruchirappalli,38.24,5.47,62.7,33.1,10.5,0
Karur,0.83,3.2,69.6,34.1,24.8,0
Erode,0.0,0.9,43.1,38.6,6.5,0
Erode,0.0,1.33,73.8,33.3,21.9,0
Madurai,0.0,1.25,54.5,37.4,12.3,0
Tirupathur,6.57,1.74,76.0,18.6,4.9,0
Kallakurichi,0.0,1.03,72.7,39.5,15.2,0
Coimbatore,0.0,0.68,49.8,37.5,12.2,0
Namakkal,0.0,1.18,49.7,34.0,6.5,0
Mayiladuthurai,2.8,1.41,80.9,29.0,28.8,0
Cuddalore,13.11,2.48,74.7,28.4,35.2,1
Thanjavur,18.56,3.6,74.3,39.7,8.7,1
Theni,9.8,1.18,90.6,10.1,13.1,0
Krishnagiri,0.0,0.5,59.8,37.2,18.0,0
Erode,0.0,1.17,60.4,31.8,5.2,0
Ariyalur,139.75,6.72,85.2,27.1,17.9,0
Tiruvarur,15.18,2.97,80.0,30.5,16.2,0
Chennai,2.22,0.93,70.1,29.1,13.2,0
Nagapattinam,152.94,4.86,99.0,23.6,69.1,0
Cuddalore,49.28,3.8,92.5,32.4,73.4,0
Tirupathur,20.83,1.94,83.3,24.5,27.4,0
Chennai,34.36,3.45,85.9,27.9,23.6,0
Viluppuram,0.0,1.07,63.9,40.7,10.3,0
Ranipet,0.0,1.13,60.9,30.6,9.3,1
Tirupathur,93.99,5.17,73.8,10.4,21.2,0
Dindigul,10.71,2.11,91.7,19.8,5.7,1
Vellore,0.0,0.3,50.8,37.6,10.7,0
Tiruchirappalli,27.87,4.02,77.6,30.0,24.0,0
Tirupathur,48.46,3.01,71.3,12.4,10.1,0
Tiruchirappalli,11.23,6.45,73.6,39.0,20.3,1
Tiruvarur,92.25,3.62,100.0,26.4,29.9,0
Salem,0.0,1.36,69.7,39.2,27.4,0
Cuddalore,17.98,2.8,86.1,26.8,36.1,0
Thanjavur,23.65,2.04,59.1,27.1,10.8,0
Coimbatore,0.0,0.53,46.8,31.6,5.5,0
Tiruvallur,17.35,1.27,73.7,36.2,55.5,0
Dharmapuri,0.47,0.82,43.8,32.8,19.7,0
The Nilgiris,94.93,5.9,99.3,13.7,13.8,0
Sivaganga,0.0,0.99,53.0,37.0,24.6,0
Kallakurichi,0.0,1.16,72.9,33.2,7.7,0
Ariyalur,0.07,2.84,58.5,33.1,25.9,0
Karur,1.49,3.22,67.7,38.0,38.5,0
Kanyakumari,4.0,2.01,66.2,30.1,28.4,0
Dharmapuri,0.0,0.56,43.8,35.8,8.3,0
Madurai,0.0,0.98,52.8,35.7,22.3,0
Virudhunagar,0.0,0.81,71.1,37.9,12.5,0
Vellore,0.0,1.52,40.8,29.5,15.0,0
Tirunelveli,0.0,1.48,71.3,33.7,10.5,0
Chengalpattu,5.85,2.42,77.7,34.9,95.4,1
Tenkasi,159.79,7.62,100.0,8.0,24.0,0
Virudhunagar,0.0,1.25,49.3,35.6,14.6,0
Krishnagiri,11.42,0.52,50.8,38.4,7.6,0
Ramanathapuram,8.07,1.72,73.7,32.8,23.2,0
Coimbatore,0.0,1.3,53.8,39.1,28.3,0
Pudukkottai,69.63,3.44,94.5,31.5,39.7,0
Theni,4.65,0.82,95.0,19.5,4.7,0
Tirupathur,8.58,1.03,93.3,23.5,8.5,0
Tirunelveli,0.0,0.67,64.4,33.7,17.9,0
Nagapattinam,0.01,1.02,65.5,31.8,34.3,0
Perambalur,0.0,1.45,53.2,36.6,31.7,0
Dharmapuri,0.0,0.56,43.3,33.6,31.9,0
Sivaganga,0.0,1.39,43.9,33.1,19.0,0
Tiruppur,0.0,0.82,57.2,34.9,6.2,0
Cuddalore,11.27,2.16,92.9,31.6,18.3,1
Cuddalore,7.77,1.57,82.6,29.9,17.7,0
Chennai,16.8,1.7,83.8,31.4,22.3,1
Sivaganga,0.0,1.41,74.8,31.7,20.8,0
Salem,0.0,0.3,44.0,32.8,23.4,0
Salem,0.0,0.98,57.2,29.6,19.0,0
Coimbatore,0.0,1.08,57.1,35.7,19.0,0
Dharmapuri,0.0,1.14,52.7,33.1,6.1,0
Tiruppur,0.0,1.38,69.9,26.8,9.9,0
Pudukkottai,7.69,1.57,92.5,32.0,31.6,0
Tiruvarur,1.42,1.83,87.1,33.3,32.2,0
Tiruvallur,1.93,0.99,77.6,34.3,45.4,0
Kanyakumari,0.68,1.15,67.9,28.5,128.1,0
Viluppuram,0.0,0.74,48.2,37.7,20.7,0
Tenkasi,16.86,1.48,86.3,10.6,14.0,0
Nagapattinam,44.56,1.55,96.6,28.8,25.0,1
Tiruchirappalli,2.72,4.32,81.6,36.1,13.9,0
Thanjavur,0.03,5.89,72.5,36.6,48.8,0
Cuddalore,64.56,3.47,81.8,34.0,25.3,1
Tiruppur,12.49,1.45,55.0,37.6,9.6,0
Tiruchirappalli,137.1,7.93,77.3,27.2,40.8,1
Coimbatore,0.0,2.13,68.4,36.2,15.6,0
Tiruchirappalli,4.25,1.74,62.2,33.2,16.6,0
Dindigul,45.23,3.42,84.9,11.8,8.1,0
Thoothukudi,10.49,1.52,67.8,31.1,40.8,0
Karur,0.01,2.98,63.4,32.6,8.8,0
Theni,48.31,3.22,84.0,17.0,11.1,0
Cuddalore,5.4,2.45,91.3,25.2,26.5,0
Tiruvallur,28.31,1.45,71.6,26.8,39.7,0
Tiruchirappalli,6.31,3.56,68.4,34.1,17.4,0
Tiruvarur,12.53,0.86,67.5,27.9,19.0,0
Tirunelveli,0.0,0.37,61.5,35.0,14.3,0
Ariyalur,15.61,4.69,73.2,34.1,31.8,1
Sivaganga,0.0,0.64,43.6,31.9,7.9,0
Ariyalur,3.74,2.67,66.5,37.5,6.7,0
Ranipet,0.0,1.23,66.4,32.7,5.0,0
Coimbatore,5.49,1.41,50.2,33.8,10.0,0
Tiruchirappalli,37.71,6.12,83.7,32.0,9.0,0
Tiruvannamalai,0.0,0.93,54.6,35.3,14.8,0
Tiruvallur,100.56,3.7,95.7,28.3,56.4,0
Sivaganga,11.62,1.34,51.0,34.9,11.6,0
Cuddalore,23.07,1.23,93.9,25.6,41.1,0
Thanjavur,0.16,3.6,68.6,29.0,16.1,1
Tiruppur,0.0,1.06,73.7,33.0,11.0,0
Tirupathur,3.93,1.89,90.7,21.0,6.3,0
Tirunelveli,0.0,1.3,60.7,30.4,9.8,0
Madurai,0.0,0.6,53.4,37.4,10.2,0
Tirupathur,49.09,3.3,96.6,15.9,6.9,0
Vellore,0.0,0.3,67.9,39.0,8.2,0
Thoothukudi,0.46,2.76,82.3,32.4,28.6,0
Tenkasi,5.15,0.3,70.9,17.6,12.3,0
Tiruvannamalai,0.0,0.73,41.2,31.2,19.1,0
Dharmapuri,0.0,0.97,60.9,32.0,15.2,0
Theni,11.66,1.37,88.3,18.4,11.9,0
Tirupathur,34.45,3.22,66.7,15.2,9.2,0
Kanyakumari,5.98,1.72,82.4,29.9,18.4,0
Mayiladuthurai,47.98,4.05,89.0,30.8,29.9,1
Madurai,0.0,0.93,64.7,32.7,6.2,0
Madurai,0.0,1.36,54.6,37.5,9.8,0
Tirupathur,0.16,1.59,69.8,20.4,6.6,0
Erode,0.0,0.74,68.9,34.3,6.1,0
Chengalpattu,21.7,1.61,79.2,27.9,28.2,0
Virudhunagar,0.0,1.03,56.6,42.2,7.3,0
Tirunelveli,0.0,1.37,61.3,37.8,11.0,0
Ranipet,0.0,0.78,68.7,38.2,8.3,0
Cuddalore,57.65,1.9,82.6,28.0,24.7,0
Kallakurichi,0.0,1.08,64.8,31.8,5.4,0
Nagapattinam,3.43,1.62,66.7,32.6,28.8,0
Dharmapuri,0.0,0.68,71.3,33.8,12.8,0
Coimbatore,0.0,1.57,65.5,31.2,14.6,1
Tiruvallur,9.76,2.07,71.3,29.2,17.2,0
Tiruchirappalli,5.74,2.66,61.4,35.1,13.3,0
Chengalpattu,1.98,1.08,85.4,33.0,42.3,0
Karur,2.82,4.82,64.2,33.3,19.0,1
Kanyakumari,220.63,7.61,100.0,31.0,69.7,1
Dharmapuri,0.0,0.65,61.6,32.3,8.1,0
Tenkasi,28.71,2.65,82.4,21.8,13.6,0
Tiruvannamalai,0.0,1.01,65.1,36.6,5.5,0
Perambalur,1.04,0.81,69.2,34.3,30.7,0
Kallakurichi,0.0,1.23,68.4,33.9,8.7,0
Tiruppur,0.0,0.35,69.7,35.4,10.2,0
Mayiladuthurai,3.79,0.3,79.6,32.6,19.0,0
Ramanathapuram,33.39,2.76,72.3,27.2,30.6,0
Vellore,0.0,0.62,44.6,36.4,11.6,0
Kallakurichi,0.0,1.17,65.8,37.4,7.5,0
Thoothukudi,1.19,2.32,71.9,29.9,18.2,0
Ariyalur,8.18,3.47,76.0,28.3,10.0,0
Tirupathur,28.36,2.44,80.0,11.6,18.5,0
Pudukkottai,21.55,1.68,69.1,29.8,37.2,0
Tirunelveli,0.0,1.05,65.2,41.9,13.3,0
Kallakurichi,0.0,1.05,55.7,31.0,17.9,0
Dindigul,25.31,2.06,75.6,11.5,18.4,0
Madurai,0.0,1.62,46.7,29.3,15.7,0
Vellore,0.0,1.38,46.2,36.7,5.3,0
Karur,0.75,4.95,66.7,33.1,15.2,1
Chennai,27.75,1.54,94.8,28.9,30.9,0
Ramanathapuram,19.82,2.44,76.6,24.9,20.5,0
The Nilgiris,20.12,1.52,63.2,18.2,4.9,0
Cuddalore,0.47,1.88,83.8,34.1,24.3,0
Coimbatore,0.0,1.38,41.1,31.8,8.6,0
Dharmapuri,0.0,1.12,74.6,36.9,8.1,0
Karur,5.55,5.16,59.2,33.9,58.0,0
Madurai,0.0,1.23,73.0,39.1,6.3,0
Tiruvallur,8.0,0.52,70.6,30.4,63.1,0
Karur,69.55,5.17,72.6,30.5,21.1,0
Ramanathapuram,0.21,0.86,89.4,30.8,19.3,0
Nagapattinam,248.71,7.73,96.4,22.5,73.6,1
Namakkal,0.0,1.09,46.0,37.3,17.7,0
Sivaganga,0.0,1.01,74.6,34.4,9.9,0
Theni,1.52,1.38,92.1,20.0,7.4,0
Erode,0.0,1.17,52.4,30.9,16.2,0
Tiruchirappalli,2.27,4.52,70.5,36.3,9.1,1
Cuddalore,24.85,1.62,69.0,29.3,26.5,0
Thanjavur,9.66,2.59,68.1,35.3,13.2,0
Tiruppur,0.0,1.35,45.5,38.6,6.9,0
Pudukkottai,7.64,1.82,86.0,33.4,21.4,0
Dindigul,5.33,1.09,86.8,12.0,23.4,0
Perambalur,0.0,0.77,48.7,33.2,6.6,0
Mayiladuthurai,5.7,1.58,75.1,36.2,17.1,0
Nagapattinam,0.47,1.53,83.5,30.2,41.7,0
Tiruvannamalai,0.0,0.58,63.5,33.5,9.8,0
Tiruvarur,58.18,1.72,74.1,31.6,52.2,0
Coimbatore,0.0,1.39,53.6,33.0,7.7,0
Tirunelveli,0.0,1.06,46.7,37.8,19.1,0
Tenkasi,5.88,1.81,85.9,20.4,4.8,0
Namakkal,0.29,1.25,44.3,39.1,46.3,0
Ariyalur,20.87,1.34,59.7,26.3,32.7,0
Salem,0.0,0.83,42.0,34.2,7.7,0
Cuddalore,60.28,2.81,74.0,27.5,43.1,1
Namakkal,0.0,1.18,57.4,37.7,5.9,0
Nagapattinam,7.46,1.14,66.2,33.3,14.8,0
Sivaganga,0.0,1.43,45.8,32.8,9.3,0
Namakkal,0.0,0.61,59.1,36.4,5.1,0
Ranipet,0.0,0.9,72.8,37.3,10.8,0
Ariyalur,11.24,3.81,64.2,27.6,9.9,0
Tiruvannamalai,0.0,1.28,61.4,36.5,18.7,0
Kanyakumari,89.94,4.11,100.0,31.0,35.7,0
Erode,0.0,1.1,69.5,32.6,5.9,1
Thoothukudi,11.63,1.5,91.5,36.1,52.8,0
Kanyakumari,0.11,1.38,67.0,32.9,67.8,0
Theni,4.7,0.92,70.2,23.1,24.2,0
Salem,0.0,0.54,75.0,37.6,19.0,0
Kanyakumari,1.74,1.95,87.9,29.2,20.7,1
Karur,2.13,3.45,77.3,30.1,9.5,0
Krishnagiri,0.0,1.15,44.4,38.8,7.1,0
Mayiladuthurai,5.31,2.66,86.5,30.3,36.6,0
Pudukkottai,14.7,1.13,92.5,26.9,31.5,0
Dharmapuri,0.0,0.64,65.8,34.5,5.4,0
Virudhunagar,0.0,1.39,72.4,35.1,12.3,0
Tenkasi,42.0,4.22,93.0,14.2,33.2,0
Karur,0.29,2.98,66.2,33.7,6.7,0
Tiruppur,0.0,0.59,54.7,28.2,6.6,0
Ariyalur,0.17,3.56,71.7,36.6,15.3,0
Erode,0.0,1.16,69.1,34.7,6.4,0
Cuddalore,3.88,1.95,88.0,31.5,41.7,0
Namakkal,0.0,1.3,44.5,36.5,18.7,0
Salem,0.0,0.74,46.6,32.2,19.0,0
Vellore,0.0,0.95,53.7,32.4,11.8,0
Cuddalore,4.33,1.99,67.3,33.7,18.9,0
Cuddalore,19.62,2.17,90.6,28.1,26.1,0
Erode,0.0,0.98,65.8,33.8,14.9,0
Tirupathur,5.54,1.73,79.8,20.6,16.8,0
Dharmapuri,0.0,0.89,65.0,33.6,6.9,0
Tenkasi,4.94,1.65,81.1,15.2,10.0,0
Pudukkottai,18.11,1.42,83.2,32.1,16.8,0
Ramanathapuram,5.98,1.76,82.5,35.2,70.1,0
Tiruvallur,99.76,4.17,78.5,25.0,121.6,1
Mayiladuthurai,4.27,0.88,74.6,32.7,35.0,0
Perambalur,0.0,0.32,71.5,33.1,15.7,0
Dharmapuri,0.0,1.56,46.5,36.3,5.6,1
Tiruvarur,151.13,5.39,95.8,27.1,44.1,0
Dharmapuri,0.0,1.3,67.8,38.2,19.5,0
Kanyakumari,14.32,1.91,87.4,30.7,38.3,1
Sivaganga,0.0,1.7,73.4,32.8,7.5,0
Chengalpattu,137.84,4.64,97.3,26.6,130.0,1
Karur,14.92,3.53,84.8,34.0,16.3,0
Salem,0.0,1.05,55.4,33.6,19.1,0
Cuddalore,4.92,2.16,89.8,31.2,44.7,0
Tiruvarur,2.54,1.51,79.0,34.5,13.7,0
Coimbatore,0.0,1.07,56.3,32.4,9.6,0
Krishnagiri,0.0,1.37,58.4,41.5,5.5,0
Kallakurichi,0.0,1.45,66.4,35.2,10.0,0
Krishnagiri,0.0,0.89,45.9,37.8,13.2,0
Tirupathur,89.37,5.35,71.5,15.1,19.1,0
The Nilgiris,120.45,6.26,76.6,8.0,17.9,0
Karur,11.69,4.03,84.3,34.0,10.9,0
Dindigul,31.82,2.7,96.2,11.6,10.8,0
Tenkasi,86.9,5.44,78.7,15.1,16.1,1
Coimbatore,0.0,0.94,66.2,31.9,13.3,0
Ariyalur,4.33,4.19,77.8,31.6,9.5,0
Chennai,29.94,2.92,82.1,28.8,22.3,0
Chengalpattu,0.68,2.65,73.0,31.9,60.9,0
Madurai,0.0,0.59,44.7,37.9,24.5,0
Perambalur,8.61,1.02,64.1,40.2,7.3,1
Pudukkottai,11.87,1.67,81.6,31.4,20.1,0
Tiruppur,0.0,0.9,46.6,34.0,10.2,0
Tiruchirappalli,0.05,1.37,67.4,39.4,8.7,0
The Nilgiris,104.34,5.43,100.0,8.0,19.2,0
Kallakurichi,0.0,0.9,41.5,35.2,5.1,0
Chennai,16.89,2.21,69.7,32.8,17.0,0
Perambalur,0.0,1.31,54.7,37.8,6.4,0
Pudukkottai,0.51,0.3,70.6,34.8,14.8,0
Kallakurichi,0.0,0.67,60.7,31.5,21.3,0
Sivaganga,0.0,1.41,44.7,37.4,31.1,0
Ramanathapuram,18.41,1.5,77.3,30.9,73.8,0
Tiruppur,0.0,0.98,52.3,35.0,22.1,0
Dharmapuri,0.0,0.92,57.8,35.3,12.9,0
Viluppuram,0.0,1.08,60.5,32.5,7.1,0
Namakkal,0.0,0.88,72.6,34.0,11.7,0
Sivaganga,0.0,0.79,48.0,39.1,10.6,0
Tiruvannamalai,0.0,0.95,66.5,30.9,19.0,0
Ranipet,0.0,1.38,49.3,36.1,13.0,0
Dindigul,33.06,3.03,69.6,17.0,6.6,0
Mayiladuthurai,56.05,3.38,79.2,31.4,46.7,0
Nagapattinam,7.62,2.13,71.0,32.9,42.4,0
Chennai,0.43,0.59,77.6,27.5,41.0,0
Thanjavur,1.24,4.84,83.8,26.6,16.1,1
Salem,0.0,1.18,41.7,33.4,13.2,0
Tiruppur,0.0,1.24,75.0,38.5,16.8,0
Chennai,4.75,1.39,80.3,34.7,63.2,0
Coimbatore,0.0,0.76,43.4,31.9,7.2,0
Madurai,0.0,1.41,42.1,37.7,14.3,0
Krishnagiri,0.0,1.58,66.9,34.3,19.3,0
Dharmapuri,0.0,0.62,53.7,35.2,14.9,0
Thoothukudi,43.04,2.99,88.6,26.0,60.5,0
Madurai,0.0,1.15,58.4,35.0,5.6,1
Ranipet,0.0,1.74,65.6,39.7,10.6,0
Erode,0.0,0.3,47.3,34.0,8.7,0
Chennai,9.55,1.6,92.4,26.6,35.4,0
Salem,0.0,0.98,70.4,36.4,5.5,0
Sivaganga,0.0,0.85,51.1,37.8,10.9,0
Tiruppur,0.0,0.91,64.5,36.3,17.7,0
Tenkasi,91.63,5.75,94.6,17.5,14.1,0
Tiruchirappalli,12.2,3.15,76.8,34.3,10.6,0
Pudukkottai,60.43,2.54,87.6,29.7,52.8,0
Tiruppur,0.0,0.75,59.0,31.0,8.9,1
Pudukkottai,6.46,1.5,81.1,32.0,28.0,0
Chennai,42.1,1.8,93.9,32.7,45.4,1
Chengalpattu,41.06,3.49,84.7,29.1,31.3,0
Vellore,0.0,0.81,59.5,36.1,5.7,0
Tiruchirappalli,16.79,3.8,77.0,28.4,12.9,1
Thanjavur,17.61,4.5,82.6,32.7,11.3,0
Ariyalur,74.45,4.06,76.7,33.2,19.0,0
Nagapattinam,38.68,1.44,92.5,30.6,35.0,1
Ramanathapuram,1.09,2.05,71.1,28.3,21.6,0
Tiruvannamalai,0.0,1.25,68.6,31.5,10.7,0
Tiruchirappalli,15.36,4.0,75.3,35.0,10.0,0
Chennai,0.98,2.24,75.9,27.6,31.0,0
Dindigul,74.88,4.34,82.5,17.5,7.8,1
Erode,1.25,1.53,50.8,36.9,9.1,0
Ramanathapuram,111.82,2.79,88.5,28.3,36.8,1
The Nilgiris,72.79,4.28,75.7,17.9,8.6,0
Theni,12.54,1.51,77.7,17.6,7.0,1
Dindigul,1.13,1.28,79.0,15.5,7.0,0
Virudhunagar,4.21,1.34,50.9,36.2,6.8,0
Coimbatore,0.0,0.82,47.7,34.5,5.6,0
Virudhunagar,0.0,0.56,42.6,36.1,9.3,0
Vellore,0.0,1.04,49.3,35.5,35.4,0
Nagapattinam,5.22,2.46,71.7,27.9,34.7,0
Pudukkottai,7.73,1.03,71.2,32.6,16.9,0
Madurai,0.0,1.11,58.9,34.8,74.8,0
Virudhunagar,0.0,1.24,55.8,32.6,29.2,0
Ramanathapuram,3.12,0.74,85.8,35.7,25.7,0
The Nilgiris,3.07,2.34,77.8,15.1,18.6,0
Virudhunagar,0.0,1.19,47.3,38.9,12.5,0
Mayiladuthurai,11.46,1.75,70.9,33.0,32.6,1
